time,load,charge
80,44,0
80,42,0
80,44,0
80,44,0
80,47,0
80,47,0
80,48,0
80,50,0
80,47,0
80,49,0
80,47,0
80,47,0
80,50,0
80,50,0
80,49,0
80,52,0
80,50,0
80,48,0
80,48,0
80,47,0
80,47,0
80,48,0
80,51,0
80,51,0
80,53,0
80,55,0
80,52,0
80,54,0
80,57,0
80,55,0
80,255,0
80,253,0
80,253,0
80,258,0
80,253,0
80,257,0
80,260,0
80,259,0
80,256,0
80,50,0
80,48,0
80,48,0
80,47,0
80,46,0
80,45,0
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,256,0
80,261,0
80,259,0
80,260,0
80,259,0
80,251,0
80,247,0
80,247,0
80,249,0
80,466,0
80,470,0
80,472,0
80,471,0
80,471,0
80,255,0
80,258,0
80,258,0
80,259,0
80,257,0
80,250,0
80,248,0
80,247,0
80,245,0
80,245,0
80,246,0
80,249,0
80,247,0
80,249,0
80,249,0
80,250,0
80,252,0
80,246,0
80,247,0
80,247,0
80,245,0
80,244,0
80,244,0
80,243,0
80,247,0
80,247,0
80,247,0
80,247,0
80,243,0
80,241,0
80,238,0
80,243,0
80,241,0
80,237,0
80,238,0
80,241,0
80,242,0
80,242,0
80,241,0
80,242,0
80,461,0
80,464,0
80,463,0
80,460,0
80,458,0
80,251,0
80,252,0
80,249,0
80,253,0
80,249,0
80,254,0
80,257,0
80,255,0
80,259,0
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,0,1
80,51,0
80,52,0
80,52,0
80,54,0
80,52,0
80,54,0
80,253,0
80,251,0
80,256,0
80,258,0
80,250,0
80,246,0
80,245,0
80,250,0
80,251,0
80,457,0
80,462,0
80,466,0
80,463,0
80,464,0
80,250,0
80,249,0
80,255,0
80,256,0
80,260,0
80,255,0
80,256,0
80,253,0
80,253,0
80,254,0
80,257,0
80,259,0
80,257,0
80,252,0
80,250,0
80,252,0
80,254,0
80,253,0
80,259,0
80,257,0
80,255,0
80,255,0
80,251,0
80,257,0
80,256,0
80,255,0
80,257,0
80,261,0
80,264,0
80,264,0
80,264,0
80,259,0
80,262,0
80,260,0
80,253,0
80,254,0
80,252,0
80,258,0
80,52,0
80,51,0
80,53,0
80,54,0
80,51,0
80,50,0
80,463,0
80,469,0
80,470,0
80,470,0
80,475,0
80,253,0
80,258,0
80,263,0
80,263,0
80,260,0
80,258,0
80,261,0
80,260,0
80,258,0
80,49,0
80,53,0
80,52,0
80,50,0
80,48,0
80,45,0
80,462,0
80,456,0
80,453,0
80,459,0
80,459,0
80,255,0
80,254,0
80,253,0
80,253,0
80,250,0
80,251,0
80,248,0
80,249,0
80,246,0
80,460,0
80,460,0
80,462,0
80,463,0
80,460,0
80,465,0
80,470,0
80,466,0
80,464,0
80,468,0
80,466,0
80,468,0
80,465,0
80,466,0
80,469,0
80,469,0
80,473,0
80,478,0
80,478,0
80,472,0
80,469,0
80,473,0
80,472,0
80,251,0
80,251,0
80,249,0
80,244,0
80,244,0
80,244,0
80,245,0
80,242,0
80,243,0
80,463,0
80,463,0
80,471,0
80,465,0
80,468,0
80,471,0
80,469,0
80,465,0
80,465,0
80,466,0
80,463,0
80,466,0
80,461,0
80,463,0
